3
AGL Experiment
2/23/2017	3:11:45 PM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Cumulative	Participant	Input			Pressed Or	X	Y	Correct	Error	Reaction
Group	Name	ID	Name	No.	Name	No.	Name	No.	Time	Response	String	Key	Key	Released	Position	Position	Response	Code	Time	Answers
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 7	57	CFG String Test (7, DCBDCAB)	58	262307	4		4					1; 2; 3; 4	C	1170	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 19	69	CFG String Test (19, DACABBC)	70	263091	1		1					1; 2; 3; 4	C	771	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 23	73	CFG String Test (23, BCDABDA)	74	264227	2		2					1; 2; 3; 4	C	1123	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 15	65	CFG String Test (15, CDDCDBB)	66	264995	1		1					1; 2; 3; 4	C	758	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 3	53	CFG String Test (3, CBCBCAA)	54	265811	3		3					1; 2; 3; 4	C	807	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 11	61	CFG String Test (11, BADDDAB)	62	266531	1		1					1; 2; 3; 4	C	711	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 16	66	CFG String Test (16, DBCBABCD)	67	267115	1		1					1; 2; 3; 4	C	578	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 10	60	CFG String Test (10, CABDAB)	61	267523	2		2					1; 2; 3; 4	C	403	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 5	55	CFG String Test (5, ACDCA)	56	268419	4		4					1; 2; 3; 4	C	882	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 1	51	CFG String Test (1, BCDBA)	52	269355	4		4					1; 2; 3; 4	C	919	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 4	54	CFG String Test (4, DBDDCCCA)	55	270219	2		2					1; 2; 3; 4	C	849	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 9	59	CFG String Test (9, ADCAB)	60	270819	4		4					1; 2; 3; 4	C	583	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 14	64	CFG String Test (14, ACCDBC)	65	271387	4		4					1; 2; 3; 4	C	551	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 21	71	CFG String Test (21, DBBDA)	72	271987	2		2					1; 2; 3; 4	C	583	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 13	63	CFG String Test (13, BACDD)	64	272667	3		3					1; 2; 3; 4	C	663	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 18	68	CFG String Test (18, CADCAC)	69	273539	2		2					1; 2; 3; 4	C	869	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 22	72	CFG String Test (22, ADCBDA)	73	274235	3		3					1; 2; 3; 4	C	666	
CFG SCS	3	3	CFG SCS	1	CFG String Test1, 20	70	CFG String Test (20, BCCABCAA)	71	275307	4		4					1; 2; 3; 4	C	1070	
CFG SCS	3	3	CFG SCS	1	Debriefing	75	Debriefing	76	286991	I am sure the current sequence follows the same pattern			Left	Pressed	499	-161	space	E	11655	
CFG SCS	3	3	CFG SCS	1	Debriefing	75	Debriefing	76	287679	I am sure the current sequence follows the same pattern			Left	Pressed	-170	-32	space	E	12343	
